restaurant,name,rating,time,comment,before,covid,after,period
Grazery,Phoebe Levitt,5.0,3 years ago,"The food at Grazery is  marvelous and you can't go wrong with anything on the menu, and I feel great after eating a FULL meal. In addition the food is inexpensive but is still wonderful quality. The Grazery has absolutely amazing service,  my food was delivered in less then 8 minutes of ordering. The staff is incredibly kind and is always there to help. The space is very comforting and feels homey and inviting.The Grazery is perfect for family, friends, and if you are  just dining alone,  they are so respectful and I wish I could give them over five stars!The food at Grazery is  marvelous and you can't go wrong with anything on the menu, and I feel great after eating a FULL meal. In addition the food is inexpensive but is still wonderful quality. The Grazery has absolutely amazing service, …More",1,0,0,before
Grazery,Sophie Kirkman,5.0,4 years ago,"Lovely, cozy little spot with a healthy menu catering to vegetarian, vegan and gluten free diets. For breakfast, the avo toast and chai pudding are delicious! The serving sizes aren't huge, but its not too expensive for what you get. The service is really good. My cousin didn't eat much of her salad and the server felt bad and gave her a free desert!Lovely, cozy little spot with a healthy menu catering to vegetarian, vegan and gluten free diets. For breakfast, the avo toast and chai pudding are delicious! The serving sizes aren't huge, but its not too expensive for what you get. The …More",1,0,0,before
Grazery,purpleshrimp32,5.0,4 years ago,"Very quick service and friendly staff. So glad to see a healthy and vegan restaurant pop up in our area! If you're looking for clean but flavorful eating, this is the place for you! Everything on the menu is great.",1,0,0,before
Grazery,Maria Holsberger,5.0,4 years ago,"The Grazery has a welcoming atmosphere. The cozy nook provided a menu to please most palates. They have vegan, vegetarian and gluten free options. Great place to meet a friend for lunch. Due to the popularity of this hot spot one can get ""close"" to other diners which is it's  only downfall. Very lovely experience with friendly staff. On my list of places to return.The Grazery has a welcoming atmosphere. The cozy nook provided a menu to please most palates. They have vegan, vegetarian and gluten free options. Great place to meet a friend for lunch. Due to the popularity of this hot spot one can get …More",1,0,0,before
Grazery,Kara Hockensmith,5.0,3 years ago,"I don’t know why I haven’t left a review for Grazery yet, but it’s honestly one of the best lunch spots in Carlisle. They make such delicious fresh food. Definitely try the greek pita, the lamb is amazing. Can’t go wrong with anything on the menu though.",1,0,0,before
Grazery,michael duffy,4.0,2 years ago,Great flavorful food. Easy ordering. Fast in and out.,0,1,0,covid
Grazery,George Shatzer,5.0,3 years ago,"Really enjoyed my first meal at Grazery. Chicken pepper sandwich and Greek pita with lamb were both very good. Fresher, better tasting, and better value than Panera. Lemon blueberry cheesecake was very good as well.  Service was a bit slow but still good. Will definitely be back. Keep in mind they are not open for dinner.",1,0,0,before
Grazery,Caroline,5.0,a year ago,"I haven’t been in quite a while, BUT I’ve been craving this food for months. Why must my work schedule never align?! So delicious. Options for every diet!!",0,0,1,post
Grazery,Claudia Clymer,5.0,2 months ago,"Unique food and clean, casual atmosphere.Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5 …More",0,0,1,post
Grazery,Eduardo Rodriguez,5.0,3 years ago,"The food here is delicious, and the service was good.  I was able to use the WiFi and enjoy a hearty breakfast.  A great first impression!  The lunch menu also looked great and I plan on returning many more times.",1,0,0,before
Grazery,Cece Fern,5.0,3 years ago,AMAZING SERVICE!!!  The staff works so hard to give you a great experience. They treat you with respect and are so kind. The food is delicious yet inexpensive and some of the best breakfast around!!! It can get crowded but that just proves how popular and delicious their food is. Such a beautiful space. Would highly recommend coming with friends and family. 🙂🙂💙💙💙💙AMAZING SERVICE!!!  The staff works so hard to give you a great experience. They treat you with respect and are so kind. The food is delicious yet inexpensive and some of the best breakfast around!!! It can get crowded but that just proves …More,1,0,0,before
Grazery,Cecilia Coronado,5.0,3 years ago,"Cute place, great food and awesome service. I was really surprised how fast and delicious my food was.",1,0,0,before
Grazery,BA42 W,5.0,5 years ago,My husband and I come here during the summer when we are walking around town. The service is friendly and the food is SOOOO good. I love the location. It’s cozy and clean and one of our favorite spots for a date! The atmosphere is really fantastic too.,1,0,0,before
Grazery,P Camacho,5.0,3 years ago,Clean and warm atmosphere. Went in for breakfast and enjoyed the delicious Frenchie and Homefry Main entrees. Definitely going back.Recommend having soup options available for breakfast servings especially during winter/cold season.Clean and warm atmosphere. Went in for breakfast and enjoyed the delicious Frenchie and Homefry Main entrees. Definitely going back. …More,1,0,0,before
Grazery,Christine Vasiliades,5.0,5 years ago,"Friendly staff and owners are a great component to success , add to it fresh, healthy,  delicious food and you have the Grazery in Carlisle !Everything I've had here is Amazing! They have Vegan and Gluten free options ! They even have Greek cookies and pastries I got to take to go for Christmas! It's all about balance  : )Friendly staff and owners are a great component to success , add to it fresh, healthy,  delicious food and you have the Grazery in Carlisle ! …More",1,0,0,before
Grazery,Sun shine,5.0,a year ago,Great location. Very clean and neat restaurant. Great food and was given a free meal and also accidentally forgot my bag and was able to retrieve it because they didn't throw it in the garbage.,0,0,1,post
Grazery,Megan E. Smith,5.0,a year ago,"Fresh, healthy, tasty and interesting salads, sandwiches and soups. I also love their curated pantry items. A favorite spot and welcome menu in Carlisle!",0,0,1,post
Grazery,Ben Sutton,5.0,2 years ago,"Great place, staff and food that is both healthy and delicious. My favorite sandwich is the mellow bird. Bought it for someone once and they later gave me a hug because it was so delicious 🤣",0,1,0,covid
Grazery,Andrew Dapkins,5.0,3 years ago,Lovely and friendly place. I had the Avocado  Boat and Lentil Soup. Soup was very hardy. Whatever they put in the tuna fish for the Avocado was amazing. Great job. I will be back.,1,0,0,before
Grazery,Megan McGarrell,5.0,3 years ago,Great healthy and delicious food! Wonderful service and cute atmosphere. We loved the soup of the day and the sandwiches were amazing.,1,0,0,before
Grazery,Catherine Taylor,5.0,11 months ago,"The food is so yummy and fresh!! So glad there’s vegan options!!! Anytime I have a chance, I go here!!!",0,0,1,post
Grazery,Michael Lyman,5.0,3 years ago,Great tasting and healthy food with lots of vegan options. Had one of the best pitas I have ever had.  The house made potato chips are pretty incredible too.,1,0,0,before
Grazery,Marylue Durff,5.0,5 years ago,Very cute place. Warm inside on a cold day & has a working fireplace. Eclectic menu. Lamb pita was excellent. Yummy soup. Very good service. Will go back.,1,0,0,before
Grazery,noon,5.0,a year ago,This place rips. Everything is delicious. Healthy or indulgent you choose. Could do with better soup lids/containers for take out though,0,0,1,post
Grazery,Brett Axelberg,5.0,3 years ago,"Jessie was a great waitress.  Yummy, healthy, and unique menu choices.  I love that I knew the farmer who supplied the eggs in my breakfast, as she is a vendor at Farmers on the Square.",1,0,0,before
Grazery,Ira A,5.0,a year ago,"Everything was delicious. Had the Mellow bird and the sun-kissed Quinoa with the potato and bean soup, SUPER DELICIOUS!! Definitely will be going back.",0,0,1,post
Grazery,Oscar Molina,5.0,a year ago,Wonderful place!  Food and service is great and the decor is beautiful. You can tell they care about the little details,0,0,1,post
Grazery,Marigold Holistic Pet Care,5.0,3 years ago,We travel and eat a lot. So I can be critical at times. This place was AWESOME! Great decor and the food was to die for.  Definitely get the cheese cake.,1,0,0,before
Grazery,David Senft,5.0,3 years ago,"Greek pita w. lamb has lots of tasty lamb. Salad w. fresh ingredients. Good place for lunch, especially if you are a fan of healthy food. Get there early, they close at 2pm.",1,0,0,before
Grazery,Monica Woerner,5.0,a month ago,The chocolate chip cookies are amazingFood: 5/5  |  Service: 5/5  |  Atmosphere: 5/5 …More,0,0,1,post
Grazery,Sandra McCoy,5.0,3 years ago,"Excellent, fresh food. Lots of healthy options, including vegan and vegetarian. Good, friendly and fast service. Can't wait to go again!",1,0,0,before
Grazery,Parker Anderson,5.0,2 years ago,Ate here yesterday for the first time and had a grrat experience. The waitress was fantastic and friendly. Lots of vegetarian and some vegan options. The food was all delicious.,0,1,0,covid
Grazery,Sarah Groff,1.0,3 years ago,Ordered the sun kissed quinoa salad for $10.. and literally got a handful of spinach and a little quinoa thrown on top.. ridiculous.. realized how small the salad was for the price and called and asked for a refund. The woman who answered was very rude and abruptly said no. VERY disappointed. Must not care about their customers.,1,0,0,before
Grazery,Sarah Maravic,5.0,5 years ago,"Just recently visited the Grazery and am already going back for round 2 at the Portobello burger, topped with lemon aioli, roasted red sweet peppers and arugula. Incredible. Café style seating and a relaxed atmosphere, plan on making this a regular stop in Carlisle.",1,0,0,before
Grazery,Kristy Seifert,5.0,2 years ago,Such a cute and cozy place. Loved all the gluten free options. Healthy and delicious! Will definitely be back again.,0,1,0,covid
Grazery,Lisa Webber,5.0,4 years ago,"My first visit with very positive.  The food was delicious, the atmosphere was comfortable, service was awesome and prices are reasonable.  I will definitely be a return customer!",1,0,0,before
Grazery,Arelys Madero,5.0,4 years ago,Cozy and comfortable atmosphere. Great variety of vegetarian and vegan options. You can definitely tell they cook everything fresh  and not from frozen or premade.,1,0,0,before
Grazery,Cory Young,5.0,5 years ago,The Italian Job sandwich is so tasty and the environment is warm and inviting. There's a fireplace and local art. Prices are reasonable. What's not to like?,1,0,0,before
Grazery,Your Landlord,5.0,4 years ago,Farm to table at it's finest! The quaint atmosphere and friendly service was a plus. You'd do well to check them out. We left feeling energized.,1,0,0,before
Grazery,Erin Defibaugh,5.0,2 years ago,Incredible Greek/Mediterranean food - always fresh and lovely staff. A staple in downtown Carlisle. Can’t say enough great things about Grazery.,0,1,0,covid
Grazery,Eric,5.0,2 years ago,"I love this place.  Prices are reasonable.  There are healthy options that are very interesting.  High quality food, tasted very fresh.",0,1,0,covid
Grazery,Jada Edwards,2.0,3 years ago,Me and my friends are currently at Grazery for a snack. All of us got here at 11:00 and it is currently 11:36. I am so confused at the fact it takes almost 40 minutes to make 4 avocado toasts.Update: the people who walked in with us have already eaten and finished. This is absurd.Me and my friends are currently at Grazery for a snack. All of us got here at 11:00 and it is currently 11:36. I am so confused at the fact it takes almost 40 minutes to make 4 avocado toasts. …More,1,0,0,before
Grazery,Sara Starner,5.0,4 years ago,So nice to have a cute restaurant with vegan and vegetarian options right around the corner! Decent prices and a fair amount to choose from. Highly reccomend!,1,0,0,before
Grazery,Jaime Toigo,5.0,3 years ago,Great option if you’re looking for an incredible Salad! Plenty of Vegan and Vegetarian options.  Service was sweet and prompt.  Highly recommended!,1,0,0,before
Grazery,Ryan Lanyi,5.0,4 years ago,Excellent food and reasonable prices perfect for a quick lunch. Super popular so there might be limited seating during peak lunch hours!,1,0,0,before
Grazery,Nathaniel A Eastwood Jr,5.0,2 years ago,"Absolutely wonderful food... Especially when it comes to Vegan!The mushroom, rice and spinach soup was astounding, Kudos to y'all!!!",0,1,0,covid
Grazery,Cindy Reitz,4.0,4 years ago,"Food and service were good. Quite loud, tho, but will definitely go back. Lots of menu items looked good.",1,0,0,before
Grazery,Isaac Hayes,5.0,3 years ago,Service is fast and the food excellent and on the healthier/lighter side of things. Great lunch stop and great sandwiches!,1,0,0,before
Grazery,Melissa Shingler,5.0,4 years ago,"Fresh healthy food, great service, and affordable prices! I've had breakfast and lunch there and I highly recommend it!",1,0,0,before
Grazery,David H,5.0,3 years ago,"The best restaurant in Carlisle.  Made from scratch family business, low prices, healthy, whats not to like!",1,0,0,before
Grazery,Tony Moore,5.0,5 years ago,"I've been here about 4 times and had a couple of things from the menu. Both times, it was like ""Wow, this is delicious."" Quick service too.",1,0,0,before
Grazery,Andrea Strzalkowska,5.0,a year ago,"Yum, yum!  Clean, prompt, friendly, delicious!  Should I say more?  Oh beautiful interior!",0,0,1,post
Grazery,Eric Born,5.0,a year ago,Healthy and filling lunch spot. Love the romescu sauce here on the El torero sandwich.,0,0,1,post
Grazery,Greg Allen,5.0,a year ago,"Delicious pita wrap, really good and it was quite a bit of food.",0,0,1,post
Grazery,Taha Charfa,5.0,a year ago,"Awesome food, clean and welcoming staff. I am hooked.",0,0,1,post
Grazery,Paul Kiesow,5.0,2 years ago,"A somewhat inconspicuouly nestled absolute gem of an eatery! Really great food, value and unfailingly helpful staff.",0,1,0,covid
Grazery,pooja vaidya,3.0,a year ago,Food is delicious and unique. Rude service. Would not dine in again.,0,0,1,post
Grazery,N K,5.0,3 years ago,Great vegan options that are delicious and affordable in a comfortable space. Friendly and attentive service as well!,1,0,0,before
Grazery,Terry Miller,5.0,4 years ago,I miss Backdoor Cafe but this place had really good and fresh tasting food. Would be nice if they were open for dinner.,1,0,0,before
Grazery,Joe Dunn,4.0,a year ago,"Really good locally sourced food. Support local, you will not be disappointed!",0,0,1,post
Grazery,robert martin,5.0,2 years ago,Great lunch. Had the mellow sandwich and soup. Outstanding.,0,1,0,covid
Grazery,Randy Kujawski,4.0,7 months ago,Gluten free bread is very good.,0,0,1,post
Grazery,Andrea Mindell,5.0,4 years ago,Delicious and healthy food--fantastic options for everyone. Great service and environment.,1,0,0,before
Grazery,Brian Cook,5.0,4 years ago,"Epic healthy food, attentive kind staff and a great atmosphere! Get here Now!",1,0,0,before
Grazery,Beth Clippinger,5.0,2 years ago,So many VEGAN OPTIONS! Very good price for great food and even better service! Support Local Business!!,0,1,0,covid
Grazery,shannon gaston,5.0,a year ago,I absolutely love their Chickpea Wrap and beans and greens salad,0,0,1,post
Grazery,James Muldoon,4.0,a year ago,Nice looking restaurant. Menu is very good.,0,0,1,post
Grazery,Boomer Ehmann,5.0,4 years ago,Excellent food. Friendly service. The Frenchie was particularly tasty.,1,0,0,before
Grazery,COL Patriot,5.0,2 years ago,Favorite place to eat in Carlisle...try the sun-dried tomato quinoa salad- DELICIOUS 😋,0,1,0,covid
Grazery,Cheryl Wiles,5.0,5 years ago,Very good food...good prices...vegan and gluten free selections,1,0,0,before
Grazery,Alicia Cabrera,5.0,4 years ago,This place has delicious food and the most adorable interior design. I love it!,1,0,0,before
Grazery,Nancy DeZarn,5.0,3 years ago,Great food with vegan options! All at a price that cannot be beat!,1,0,0,before
Grazery,Baltasar Bruno,5.0,3 years ago,"Fantastic place for a reasonable breakfast or lunch, will always recommend!",1,0,0,before
Grazery,Lesley Renee,5.0,2 years ago,"Delicious, great atmosphere, great service and easy on the waistline!",0,1,0,covid
Grazery,Nate Bee,5.0,4 years ago,Super good food. My wife and I just love this place.,1,0,0,before
Grazery,Paula Bruckner,5.0,3 years ago,Great food and atmosphere.  They even have vegetarian and vegan food.,1,0,0,before
Grazery,Juliette Shearer,3.0,3 years ago,Food was okay but server was great. Nothing fancy.,1,0,0,before
Grazery,Mark Focareta,5.0,4 years ago,"Service was great, as was the food. The perfect breakfast spot.",1,0,0,before
Grazery,Daniel Berndt,5.0,5 years ago,Fantastic menu - love the Mediterranean flavors in every dish,1,0,0,before
Grazery,Joe L,4.0,a year ago,Great lunch menu and friendly service.,0,0,1,post
Grazery,Lani Breidenstein,5.0,5 years ago,"My favorite restaurant.  Clean food, warm people, nice prices.",1,0,0,before
Grazery,Anna Carlisle,5.0,4 years ago,"So so so cute. I love it! Great food, 10/10 recommend",1,0,0,before
Grazery,Melissa Siegfried,5.0,2 years ago,Always delicious. The chickpea wrap is our favorite!,0,1,0,covid
Grazery,Nancy Leonard,5.0,5 years ago,"delicious food, healthy options, nice atmosphere, warm and cozy!",1,0,0,before
Grazery,Jane Reaver,5.0,3 years ago,"Very good food, fantastic service and good prices",1,0,0,before
Grazery,Caroline Laurent,5.0,2 years ago,The best food you're going to find in Carlisle PA,0,1,0,covid
Grazery,Suzannah Monser,5.0,a year ago,Awesome food and great service.,0,0,1,post
Grazery,Michelle Wroblewski,5.0,3 years ago,Amazing Italian sandwich with olive spread. So delicious!!,1,0,0,before
Grazery,Ed Trively,5.0,3 years ago,Grazery is a gem!  The restaurant and their catering is top-notch!,1,0,0,before
